OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,Decay_type,Fruitbody_type
OTU115,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU117,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Collariella,Collariella hilkhuijsenii,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none
OTU118,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella megalospora,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU119,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,,,,,,,,,,,,,,,,,,,,,,
OTU120,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,,nectar/tap_saprotroph,,,,,sugar-rich_substrates,,partly_aquatic,arthropod-associated,,yeast,none,none,,,,,,none
OTU121,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU122,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,,,,,,,,,,,,,,,,,,,,,
OTU123,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU124,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,,,,,,,,,,,,,,,,,,,,,,
OTU125,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,Arnium arizonense,,dung_saprotroph,,,,,dung,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU126,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia tsunedae,,soil_saprotroph,rock-inhabiting,,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,animal_material",,partly_aquatic,opportunistic_animal_parasite,,dimorphic_yeast,,,,,,,,
OTU127,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium leptoderma,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU128,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neocamarosporiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU129,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,,,,,,,,,,,,,,,,,,,,,,
OTU130,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU131,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Balsamia,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,contact,/tuber-helvella,,,,gasteroid-hypogeous
OTU132,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma tronadorensis,,unspecified_saprotroph,,,,,,,non-aquatic,,,yeast,,,,,,,,
OTU134,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus congregatus,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU135,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,,,wood_saprotroph,litter_saprotroph,,no_endophytic_capacity,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU136,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Neocucurbitaria juglandicola,,unspecified_saprotroph,,,,,,,partly_marine_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU137,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,,,,,,,,,,,,,,,,,,,,,,
OTU138,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Petriella,Petriella sordida,,dung_saprotroph,soil_saprotroph,,,,"soil,dung",,partly_aquatic,opportunistic_animal_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU139,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes versicolor,,wood_saprotroph,,wood_pathogen_some_species,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,white_rot,polyporoid
OTU140,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU141,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium arxii,,unspecified_saprotroph,,,,,,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU142,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,Monodictys,,,lichen_parasite,foliar_endophyte,,foliar_endophyte,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none
OTU143,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU144,Fungi,Basidiomycota,Cystobasidiomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU146,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU147,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU148,Fungi,Ascomycota,Pezizomycetes,Pezizales,,Trichobolus,,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU149,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU150,Fungi,Ascomycota,,,,Hormiactis,,,mycoparasite,fungal_decomposer,,,,fungal_material,,,,,filamentous_mycelium,,,,,,,,
OTU151,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista plumbea,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,,gasteroid
OTU152,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU153,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania telluris,,nectar/tap_saprotroph,,,,,sugar-rich_substrates,,partly_aquatic,arthropod-associated,,yeast,none,none,,,,,,none
OTU154,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium chernovii,,unspecified_saprotroph,,,,,,,partly_aquatic,opportunistic_human_parasite,,dimorphic_yeast,none,none,,,,,,none
OTU155,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tyrannosorus,Tyrannosorus hystrioides,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU156,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,,,unspecified_saprotroph,,extremophile,,,,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU158,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU159,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Neocucurbitaria quercina,,unspecified_saprotroph,,,,,,,partly_marine_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU160,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,Auxarthron californiense,,soil_saprotroph,animal_decomposer,,,,"soil,animal_material",keratinolytic,non-aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,keratinolytic,"cleistothecium_(closed,_spherical)"
OTU161,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU162,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU163,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,,,wood_saprotroph,,,,,wood,soft_rot,non-aquatic,,,filamentous_mycelium,none,none,,,,,soft_rot,none
OTU164,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia globosa,,unspecified_saprotroph,,extremophile,,,,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU165,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU166,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU167,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella corrugis,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU168,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU169,Fungi,Ascomycota,Dothideomycetes,,Eremomycetaceae,Eremomyces,Eremomyces bilateralis,,soil_saprotroph,dung_saprotroph,,no_endophytic_capacity,,"soil,dung",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU170,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU171,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,,,,,,,,,,,,,,,,,,,,,,
OTU172,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU173,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,smut,other,,,,,,smut
OTU174,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia diffluens,,unspecified_saprotroph,,extremophile,,,,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU175,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,,,,,,,,,,,,,,,,,
OTU176,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,,,animal_parasite,litter_saprotroph,,root_endophyte_dark_septate,root-associated,"leaf/fruit/seed,animal_material",,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU177,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,non-aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU178,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius huddartensis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid
OTU179,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus pannorum,,soil_saprotroph,,,,,soil,,partly_aquatic,opportunistic_animal_parasite_G._destructans,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU180,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU181,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU182,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU183,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,,,unspecified_saprotroph,,,,,,,non-aquatic,,,dimorphic_yeast,,,,,,,,
OTU184,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Neophaeomoniella,Neophaeomoniella eucalypti,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,,,
OTU185,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU186,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis novae-zelandiae,,plant_pathogen,wood_saprotroph,,foliar_endophyte,wood_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU187,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus canadensis,,unspecified_saprotroph,foliar_endophyte,"hypervariable,_saprotroph_animal_pathogen_endophyte",foliar_endophyte,,"leaf/fruit/seed,soil,dung,animal_material",mold,partly_aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU188,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU189,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Phaeomoniella,,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,dimorphic_yeast,,,,,,,,
OTU190,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium tetrasporum,,dung_saprotroph,,,,,dung,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU192,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,,,,,,,,,,,,,,,,,,,,,
OTU193,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,,soil_saprotroph,root_endophyte,ericoid_mycorrhizal_O._maius,root_endophyte,root-associated,soil,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU194,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU195,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma carnescens,,soil_saprotroph,,extremophile,,,soil,,non-aquatic,,,yeast,,,,,,,,
OTU196,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium halotolerans,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU197,Fungi,Basidiomycota,Microbotryomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU198,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endoconidioma,Endoconidioma populi,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU199,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU200,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU201,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,,,,,,,,,,,,,,,,,,,,,,
OTU202,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,,,litter_saprotroph,dung_saprotroph,invertebrate-associated_some_species,,,"wood,leaf/fruit/seed,soil,dung,animal_material",,,invertebrate-associated,,filamentous_mycelium,,,,,,,,
OTU203,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/elaphomyces,,,,gasteroid-hypogeous
OTU204,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,,,wood_saprotroph,foliar_endophyte,,foliar_endophyte,,"wood,leaf/fruit/seed",,partly_aquatic,,angiosperms,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU205,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,,,dung_saprotroph,foliar_endophyte,litter_saprotroph_some_species,foliar_endophyte,,"leaf/fruit/seed,dung",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU206,Fungi,Ascomycota,Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU207,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,,,,,,,,,,,,,,,,,,,,
OTU208,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pleuroflammula,Pleuroflammula pannonica,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU209,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,animal_parasite/opportunistic_human_parasite,,yeast,none,none,,,,,,none
OTU210,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU211,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU212,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,Neophaeococcomyces,,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,yeast,,,,,,,,
OTU213,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora valbyensis,,nectar/tap_saprotroph,animal_parasite,,,,"animal_material,sugar-rich_substrates",,partly_aquatic,arthropod-associated,,yeast,none,none,,,,,,none
OTU214,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum porosum,,soil_saprotroph,,,,,soil,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU215,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU216,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,,,,,,,,,,,,,,,,,,,,,,
OTU217,Fungi,Basidiomycota,Cystobasidiomycetes,,Symmetrosporaceae,Symmetrospora,,,epiphyte,litter_saprotroph,,no_endophytic_capacity,,leaf/fruit/seed,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU218,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,,,plant_pathogen,litter_saprotroph,mycoparasite_some_species,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,wood",soft_rot,partly_aquatic,,,filamentous_mycelium,,,,,,,soft_rot,
OTU219,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Tilachlidiaceae,Tilachlidium,Tilachlidium medietatis,,mycoparasite,fungal_decomposer,,,,fungal_material,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU220,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber sp. SOC1404,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/tuber-helvella,,,,gasteroid-hypogeous
OTU221,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,,,nectar/tap_saprotroph,,,,,sugar-rich_substrates,,partly_aquatic,arthropod-associated,,yeast,none,none,,,,,,none
OTU222,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces chartarum,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,,,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)"
OTU223,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora chaetospira,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,non-aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU224,Fungi,Basidiomycota,Cystobasidiomycetes,,Symmetrosporaceae,Symmetrospora,,,epiphyte,litter_saprotroph,,no_endophytic_capacity,,leaf/fruit/seed,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU225,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU226,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora incarnata,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU227,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus superficialis,,soil_saprotroph,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil",,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU228,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus foetidellus,,dung_saprotroph,litter_saprotroph,litter_saprotroph_some_species,,,"leaf/fruit/seed,dung",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU229,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,Pleuroascus,Pleuroascus nicholsonii,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU230,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella fusca,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU231,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta luteorubra,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU232,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,Xerocomellus dryophilus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,,agaricoid
