,LR1-3-S1-L001,LR1-4-S2-L001,LR1-5-S3-L001,LR1-6-S4-L001,LR1-7-S5-L001,LR1-8-S6-L001,LR1-9-S7-L001,LR1-10-S8-L001,LR1-11-S9-L001,LR1-12-S10-L001,LR1-13-S11-L001,LR1-14-S12-L001,LR1-15-S13-L001,LR1-16-S14-L001,LR1-17-S15-L001,LR1-18-S16-L001,LR1-19-S17-L001,LR1-20-S18-L001,LR1-21-S19-L001,LR1-22-S20-L001,LR1-23-S21-L001,LR1-24-S22-L001,LR1-25-S23-L001,LR1-26-S24-L001,LR1-27-S25-L001,LR1-28-S26-L001,LR1-29-S27-L001,LR1-30-S28-L001,LR1-31-S29-L001,LR1-32-S30-L001,LR1-33-S31-L001,LR1-34-S32-L001,LR1-35-S33-L001,LR1-36-S34-L001,LR1-37-S35-L001,LR1-38-S36-L001,LR1-39-S37-L001,LR1-40-S38-L001,LR1-41-S39-L001,LR1-42-S40-L001,LR1-43-S41-L001,LR1-44-S42-L001,LR1-45-S43-L001,LR1-46-S44-L001,LR1-47-S45-L001,LR1-48-S46-L001,LR2-2-S47-L001,LR2-3-S48-L001,LR2-4-S49-L001,LR2-5-S50-L001,LR2-6-S51-L001,LR2-7-S52-L001,LR2-8-S53-L001,LR2-9-S54-L001,LR2-10-S55-L001,LR2-11-S56-L001,LR2-12-S57-L001,LR2-13-S58-L001,LR2-14-S59-L001,LR2-15-S60-L001,LR2-16-S61-L001,LR2-17-S62-L001,LR2-18-S63-L001,LR2-19-S64-L001,LR2-20-S65-L001,LR2-21-S66-L001,LR2-22-S67-L001,LR2-23-S68-L001,LR2-24-S69-L001,LR2-25-S70-L001,LR2-26-S71-L001,LR2-27-S72-L001,LR2-28-S73-L001,LR2-29-S74-L001,LR2-30-S75-L001,LR2-31-S76-L001,LR2-32-S77-L001,LR2-33-S78-L001,LR2-34-S79-L001,LR2-35-S80-L001,LR2-36-S81-L001,LR2-37-S82-L001,LR2-38-S83-L001,LR3-1-S84-L001,LR3-2-S85-L001,LR3-3-S86-L001,LR3-4-S87-L001,LR3-5-S88-L001,LR3-6-S89-L001,LR3-7-S90-L001,LR3-8-S91-L001,LR3-9-S92-L001,LR3-10-S93-L001,LR3-11-S94-L001,LR3-12-S95-L001,LR3-13-S96-L001,LR3-14-S97-L001,LR3-15-S98-L001,LR3-16-S99-L001,LR3-17-S100-L001,LR3-18-S101-L001,LR3-19-S102-L001,LR3-20-S103-L001,LR3-21-S104-L001,LR3-22-S105-L001,LR3-23-S106-L001,LR3-24-S107-L001,LR3-25-S108-L001,LR3-26-S109-L001,LR3-27-S110-L001,LR3-28-S111-L001,LR3-29-S112-L001,LR3-30-S113-L001,LR3-31-S114-L001,LR3-32-S115-L001,LR3-33-S116-L001,LR3-34-S117-L001,LR3-35-S118-L001,LR3-36-S119-L001,LR3-37-S120-L001,LR3-38-S121-L001,LR3-39-S122-L001,LR3-40-S123-L001,LR3-41-S124-L001,LR3-42-S125-L001,LR3-43-S126-L001,LR3-44-S127-L001,LR3-45-S128-L001,LR3-46-S129-L001,LR3-47-S130-L001,LR3-48-S131-L001,LR3-49-S132-L001,LR3-50-S133-L001,LR3-51-S134-L001,LR3-52-S135-L001,LR3-53-S136-L001,LR3-54-S137-L001,LR3-55-S138-L001,MTM1-1-S139-L001,MTM1-2-S140-L001,MTM1-3-S141-L001,MTM1-4-S142-L001,MTM1-5-S143-L001,MTM1-6-S144-L001,MTM1-7-S145-L001,MTM1-8-S146-L001,MTM1-9-S147-L001,MTM1-10-S148-L001,MTM1-11-S149-L001,MTM1-12-S150-L001,MTM1-13-S151-L001,MTM1-14-S152-L001,MTM1-15-S153-L001,MTM1-16-S154-L001,MTM1-17-S155-L001,MTM1-18-S156-L001,MTM1-19-S157-L001,MTM1-20-S158-L001,MTM1-21-S159-L001,MTM1-22-S160-L001,MTM1-23-S161-L001,MTM1-24-S162-L001,MTM1-25-S163-L001,MTM1-26-S164-L001,MTM1-27-S165-L001,MTM1-28-S166-L001,MTM1-29-S167-L001,MTM1-30-S168-L001,MTM1-31-S169-L001,MTM1-32-S170-L001,MTM1-33-S171-L001,MTM1-34-S172-L001,MTM1-35-S173-L001,MTM1-36-S174-L001,MTM1-37-S175-L001,MTM1-38-S176-L001,MTM1-39-S177-L001,MTM1-40-S178-L001,MTM1-41-S179-L001,MTM1-42-S180-L001,MTM1-43-S181-L001,MTM1-44-S182-L001,MTM1-45-S183-L001,MTM1-46-S184-L001,MTM1-47-S185-L001,MTM1-48-S186-L001,MTM1-49-S187-L001,MTM1-50-S188-L001,MTM1-51-S189-L001,MTM1-52-S190-L001,MTM1-53-S191-L001,MTM3-1-S192-L001,MTM3-2-S193-L001,MTM3-3-S194-L001,MTM3-4-S195-L001,MTM3-5-S196-L001,MTM3-6-S197-L001,MTM3-7-S198-L001,MTM3-8-S199-L001,MTM3-9-S200-L001,MTM3-10-S201-L001,MTM3-11-S202-L001,MTM3-12-S203-L001,MTM3-13-S204-L001,MTM3-14-S205-L001,MTM3-15-S206-L001,MTM3-16-S207-L001,MTM3-17-S208-L001,MTM3-18-S209-L001,MTM3-19-S210-L001,MTM3-20-S211-L001,MTM6-1-S212-L001,MTM6-2-S213-L001,MTM6-3-S214-L001,MTM7-1-S215-L001,MTM7-2-S216-L001,MTM7-3-S217-L001,MTM7-4-S218-L001,MTM7-5-S219-L001,MTM7-6-S220-L001,MTM7-7-S221-L001,MTM7-8-S1-L001,MTM7-9-S2-L001,MTM7-10-S3-L001,MTM7-11-S4-L001,MTM7-12-S5-L001,MTM7-13-S6-L001,MTM7-14-S7-L001,MTM7-15-S8-L001,MTM7-16-S9-L001,MTM8-1-S10-L001,MTM8-2-S11-L001,MTM8-3-S12-L001,MTM8-4-S13-L001,MTM8-5-S14-L001,MTM8-6-S15-L001,MTM8-7-S16-L001,MTM8-8-S17-L001,MTM8-9-S18-L001,MTM8-10-S19-L001,MTM8-11-S20-L001,MTM8-12-S21-L001,MTM8-13-S22-L001,MTM8-14-S23-L001,MTM8-15-S24-L001,MTM8-16-S25-L001,MTM8-17-S26-L001,MTM8-18-S27-L001,MTM8-19-S28-L001,MTM8-20-S29-L001,MTM8-21-S30-L001,MTM8-22-S31-L001,MTM8-23-S32-L001,MTM8-24-S33-L001,MTM8-25-S34-L001,MTM8-26-S35-L001,MTM8-27-S36-L001,MTM8-28-S37-L001,MTM8-29-S38-L001,MTM8-30-S39-L001,MTM8-31-S40-L001,MTM8-32-S41-L001,MTM8-33-S42-L001,MTM8-34-S43-L001,MTM8-35-S44-L001,MTM8-36-S45-L001,MTM8-37-S46-L001,MTM8-38-S47-L001,MTM8-39-S48-L001,MTM8-40-S49-L001,MTM8-41-S50-L001,MTM8-42-S51-L001,MTM8-43-S52-L001,MTM8-44-S53-L001,MTM8-45-S54-L001,MTM8-46-S55-L001,MTM8-47-S56-L001,MTM8-48-S57-L001,MTM8-49-S58-L001,MTM8-50-S59-L001,MTM8-51-S60-L001,MTM8-52-S61-L001,MTM8-53-S62-L001,MTM8-54-S63-L001,MTM8-55-S64-L001,MTM8-56-S65-L001,MTM8-57-S66-L001,MTM8-58-S67-L001,MTM8-59-S68-L001,MTM8-60-S69-L001,MTM8-61-S70-L001,MTM8-62-S71-L001,MTM8-63-S72-L001,MTM8-64-S73-L001,MTM8-65-S74-L001,MTM8-66-S75-L001,MTM8-67-S76-L001,MTM8-68-S77-L001,MTM8-69-S78-L001,MTM8-70-S79-L001,MTM8-71-S80-L001,MTM8-72-S81-L001,MTM8-73-S82-L001,MTM8-74-S83-L001,MTM8-75-S84-L001,MTM8-76-S85-L001,MTM9-1-S86-L001,MTM9-2-S87-L001,MTM9-3-S88-L001,MTM9-4-S89-L001,MTM9-5-S90-L001,MTM9-6-S91-L001,MTM9-7-S92-L001,MTM9-8-S93-L001,MTM9-9-S94-L001,MTM9-10-S95-L001,MTM9-11-S96-L001,MTM9-12-S97-L001,MTM9-13-S98-L001,MTM9-14-S99-L001,MTM9-15-S100-L001,MTM9-16-S101-L001,MTM9-17-S102-L001,MTM9-18-S103-L001,MTM9-19-S104-L001,MTM9-20-S105-L001,MTM9-21-S106-L001,MTM9-22-S107-L001,MTM9-23-S108-L001,MTM9-24-S109-L001,MTM9-25-S110-L001,MTM9-26-S111-L001,MTM9-27-S112-L001,MTM9-28-S113-L001,MTM9-29-S114-L001,MTM9-30-S115-L001,MTM9-31-S116-L001,MTM9-32-S117-L001,MTM9-33-S118-L001,MTM9-34-S119-L001,MTM9-35-S120-L001,MTM9-36-S121-L001,MTM9-37-S122-L001,MTM9-38-S123-L001,MTM9-39-S124-L001,MTM9-40-S125-L001,MTM9-41-S126-L001,MTM9-42-S127-L001,MTM9-43-S128-L001,MTM9-44-S129-L001,MTM9-45-S130-L001,MTM9-46-S131-L001,MTM9-47-S132-L001,MTM9-48-S133-L001,MTM9-49-S134-L001,MTM9-50-S135-L001,MTM9-51-S136-L001,MTM9-52-S137-L001,MTM9-53-S138-L001,MTM9-54-S139-L001,MTM9-55-S140-L001,MTM9-56-S141-L001,MTM9-57-S142-L001,MTM10-1-S143-L001,MTM10-2-S144-L001,MTM10-3-S145-L001,MTM10-4-S146-L001,MTM10-5-S147-L001,MTM10-6-S148-L001,MTM10-7-S149-L001,MTM10-8-S150-L001,MTM10-9-S151-L001,MTM10-10-S152-L001,MTM10-11-S153-L001,MTM10-12-S154-L001,MTM10-13-S155-L001,MTM10-14-S156-L001,MTM10-15-S157-L001,MTM10-16-S158-L001,MTM10-17-S159-L001,MTM10-18-S160-L001,MTM10-19-S161-L001,MTM10-20-S162-L001,MTM10-21-S163-L001,MTM10-23-S165-L001,MTM10-24-S166-L001,MTM10-25-S167-L001,MTM10-26-S168-L001,MTM10-27-S169-L001,MTM10-28-S170-L001,MTM10-29-S171-L001,MTM10-30-S172-L001,MTM10-31-S173-L001,MTM10-32-S174-L001,MTM10-33-S175-L001,MTM10-34-S176-L001,MTM10-35-S177-L001,MTM10-36-S178-L001,MTM10-37-S179-L001,MTM10-38-S180-L001,MTM10-39-S181-L001,MTM10-40-S182-L001,MTM10-41-S183-L001,MTM10-42-S184-L001,MTM10-43-S185-L001,MTM10-44-S186-L001,MTM10-45-S187-L001,MTM10-46-S188-L001,MTM10-47-S189-L001,MTM10-48-S190-L001,MTM10-49-S191-L001,MTM10-50-S192-L001,MTM10-51-S193-L001,MTM10-52-S194-L001,MTM10-53-S195-L001,MTM10-54-S196-L001,MTM10-55-S197-L001,MTM10-56-S198-L001,MTM10-57-S199-L001,MTM10-58-S200-L001,MTM10-59-S201-L001,Undetermined-S0-L001
OTU1,4446,6975,38,48,37,5321,43532,69608,43994,2719,6581,5561,6453,6967,3984,868,285,15349,1281,356,79,2225,228,238,348,202,438,36,1205,265,61,60,89,107,494,137,102,14862,15252,5805,330,651,3704,2974,133276,2747,605,971,10685,65507,94651,11502,45626,43191,3385,4124,5790,3518,289,744,14889,191,215,7965,1833,1802,28,2792,1641,4203,1039,3090,3069,107,371,87723,31106,3506,9654,59210,52165,67298,63520,12801,1378,7043,36874,983,20903,103437,9515,61435,13659,54420,19713,33578,30511,3211,211,2395,24412,713,21909,13631,620,162,1976,4021,1047,1802,2059,2276,2809,3450,731,4423,5236,203,50167,59864,25792,22609,10546,32134,102446,74933,20028,71226,2215,52580,18345,26300,76025,15502,4094,166,15230,13357,15,3,107,0,562,232,911,294,7352,100087,53463,10518,41597,5476,21861,73309,5606,1833,3564,89,760,9292,2521,47729,2303,0,736,19909,24921,8105,67351,2538,17683,11222,22083,18187,20966,1920,2562,13354,3515,1449,2001,2511,268,3344,21140,48676,30594,52748,11613,86827,12708,46,21,71,323,506,510,2284,63183,57106,56032,44377,3516,3955,2057,1918,54530,45,114272,92294,40252,10,7,73,17,0,85,56,1213,3509,789,39,125,2869,32,262,23,58,139,3292,2,2,1,17,2,3,28,168,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,14,1,2,0,2,2,44,39,22,36,16,17,59,28,37,55,53,2099,1054,176,279,1385,906,115,265,500,32,881,1539,319,180,761,721,834,2146,20801,302,36299,665,221,1481,1166,21833,25498,32189,32247,16233,16606,53,16869,27774,21153,10789,19,94,181,6,4,3,3,4,36,2,3,86,0,0,0,2,6,4,28,0,0,4,0,3,1502,119,122,252,4,206,1996,176,661,240,311,1814,136,361,257,64,12493,18771,488,16215,965,126,4706,464,12061,894,15346,91607,61794,9260,8373,297568,160657,8,2257,320,59,221,1891,1118,3104,3313,992,2414,2796,41543,34447,15225,19244,12361,69527,60747,21297,17968,14796,3121,37137,33896,27502,43057,6267,6339,50666,71839,75278,2601,28404,14931,16999,16789,8398,1058,1819,424,1075,1235,30666,34288,1419,1098,1177,984,1018,3115,3007,1295,742,1374,5985,32,83881,62680
OTU2,4,38,46,18159,15517,137,15,34,11,266,647,569,253,144,1067,1405,255,119,64,0,110,148,96,126,129,92,82,21,169,19,88,12,20,27,71,9,281,18953,42057,125,42585,34028,3604,5751,383,35,31,7,23,22,88,14,49,146,21,82,106,33,20,0,8,9,16,78,1,46,0,65,131,276,43,234,121,4,0,162,12,9,75,75,43,21,66,32908,148,18150,128,28,14235,546,3,1139,211,27820,9413,5932,27252,1956,144,167,6524,47,18125,503,0,11480,42358,3016,394,592,279,44,514,444,11200,1769,557,13,126,57,21,17642,23086,1036,17,14,348,21,11,7858,60,58,1548,118,97,5,420,48156,138,11,5,0,57004,87259,78,70518,72405,21988,49225,50830,39423,79969,32937,2540,25546,10,48,22,124,226,272,39098,27,0,43763,53168,72307,14,5107,45,53,246,448,296,388,1917,59,263,13,110,197,6,40,26,661,50201,51423,23128,6622,14942,13,24,108,83,80075,43609,7014,4732,39898,31598,16812,51475,31,930,394,212,31567,1590,1867,1449,1086,92,11,25,5,0,26,70732,42399,77937,10957,6,8633,1153,123,67053,63021,21198,221,3,59,123,232,259,95,2199,100,9765,0,13,0,0,0,0,0,0,0,0,0,40,39,4,234,24,8,13,7,0,16,350,51394,13,359,4,3057,49073,39,55,2,6303,19139,86,23,18,4,31443,30,9507,19,20,82,99,38,29,2855,3468,3,117,5037,70005,1475,35,36,176,8109,2083,177,1067,207,1864,25825,248,20,226,2697,70,8,102,121,2,0,2,79,56,623,18,30,22,104,5,0,12,30,135,30,0,0,151,0,23,7410,4,704,1846,260,39186,41339,2747,57,57,865,5317,2262,26938,38786,276,43,1085,78,7,137,13,348,107,503,229,482,154,4663,1898,1654,1443,4958,2,27694,117633,15126,117,25543,281,1151,47450,305,384,319,111416,119136,46,67,168,119091,73937,65747,29,84,24,175,1064,39,251,136,70,23886,23391,41152,99,266,354,431,376,293,74,400,264,113,194,26507,25195,4471,4048,145,17048,24323,19418,50351,18864,45870,5179,153,0,54,43808
OTU3,247,303,77,575,2085,2414,4527,2104,788,1516,3015,2404,24,88,639,116,173,1450,35,502,529,28,1490,205,65,51,8288,69,28202,26,59,64,19,1004,3164,1235,156,54162,60501,28465,2493,1930,14213,13388,12037,106,614,1462,7757,3343,4559,1239,2586,6946,115,5633,151,6623,0,921,6879,11,1,385,67,433,0,2940,1228,3537,1002,2511,5519,137,613,13132,1640,480,1661,1303,1260,1673,1289,34339,10736,58096,60998,804,15420,2136,2422,15676,79495,7506,9744,5392,4034,739,69,607,13321,791,22341,1600,414,9,535,351,327,584,402,285,406,413,177,1177,551,20,39840,45615,887,651,355,1101,668,3002,603,2798,44,943,1156,1408,1866,1617,491,22,17968,1629,3,2,106,0,74,610,10,46,791,4628,3937,1234,1352,129,1132,779,21458,0,43,41,43,247,144,11193,947,0,43,612,653,117,1590,74,62,517,901,719,680,115,26,91,25,30,245,343,613,371,5972,769,441,2357,5198,4687,250,131,21,297,324,232,205,707,7598,10132,12448,3064,118,1260,711,461,28327,13,6876,5950,25440,0,0,42494,4,0,7633,117,101,4327,583,22,21,5579,40,386,56,814,123,572,75,95,102,16,37,684,75,3055,0,11,7,0,0,0,0,0,0,0,0,227,0,34,124,35,14,20,17,22,105,130,2050,19570,17668,77,6360,17049,294,296,1020,2394,3640,5555,174,413,4728,2963,636,1935,195,24935,2203,1220,867,717,250,478,5317,1392,25693,2444,16841,67,106,414,1607,11651,27533,13578,8230,33471,2854,7264,6553,29335,23470,32652,76,102,282,111,31,24,81,67,28,9,15,96,0,11,44,20,45,118,32,0,0,21,21,24,12094,217,293,49656,403,187,40486,102715,914,189,520,1748,515,273,544,89,8527,17412,10157,8223,2992,333,33,324,212,542,13110,77259,3519,576,639,4041,2467,129,9107,1086,569,392,896,1191,1310,119,0,102,129,656,1192,77,242,266,2382,3541,31195,2160,6799,1246,5113,3832,3451,938,575,346,46601,10914,10298,11802,1920,883,1349,2463,1059,1124,699,1576,1002,1239,9137,8988,10012,8054,10092,10655,8794,280,526,107,116,61,849,5,3192,22091
OTU4,61,220,5747,22787,3629,178,45,42,15,3,18,3,5,1,503,424,3,1,0,0,4,26,4,135130,26,17,93,4004,4,19,40,3,0,0,3,9,1650,18,260,66,353,11326,5773,4029,66,234,913,161,187,104,207,107,167,3614,4,71,0,26,1,0,2,8,16,0,0,1,0,2,18,2,0,1,1,1,0,2258,22,7,35,118,27,24,105,2679,1218,1306,146,0,627,83,10,573,210,153,1764,16,95,75,172,15,6,2355,1004,145,0,84,21,392,38,58,163,2,0,0,9364,1,13,0,274,803,139,1769,37,119,3,57,42,30,30,45,7,12,34,68,126,36,22,208,1,0,0,0,415,1121,46,37,925,1093,407,331,190,20,82,174,7800,97,4,0,1,1,258,118,47,0,44,173,73,0,49,12,2,0,1,1,11,12,1,0,0,12,0,1,12,9,54,179,31,121,20,34,2,3,276,580,4079,2223,4736,366,744,317,921,335,0,1,2,4,185,324,12,35,66,16,190,28,0,1,26934,914,3587,321,53,1,302,44,24,86,26,540,48,406,10,292,40,11,2,898,0,145,0,25,0,22,0,0,3,0,9,0,0,0,0,0,1,1,53,44,0,38,0,0,31,90,131,23,3063,367,0,1,4,122,2080,285,3,1,50,133,1,54,1,1556,3,15,38,0,233,0,207,275,101,140,48,0,3,1,88,1477,325,573,157,39,31,106,47,123,45,6689,30,3,2,57,0,0,1,1,4,0,0,78,2,271,60,148,5,259,1037,0,0,68,55,315,9467,33,10527,48025,2635,2403,25999,169112,59926,101095,127442,59893,60657,64418,38766,79674,46038,7891,1995,185,262,6,339,48,176,2006,4630,5317,4852,7,6,860,3115,3,27,27,871,49,303,2837,372,59,1,38,13,522,127,9,36,13,265,106,411,2,42,22,34,236,63,10,3,2,1029,1542,1730,7,170,7,10,13,6,8,57,14,6,13,387,9711,22,9,45,17,74,12,214,13,130,18,10,0,1913,20799
OTU5,607,653,0,2,3,1118,4542,14643,17100,2623,12037,8698,80,83,107,12,138,111,5247,464,80,3129,91,17,15226,14913,8439,5,29151,3133,1031,1553,391,16,40351,34121,4754,231,9,22,12,16,32,79,9,236,4263,10034,4,10,9,6,755,229,73889,1077,652,55,3781,18,2406,19,967,1069,259,30,0,7,18,58,1,18,13,13204,438,227,0,11,40,9264,8458,5558,7257,15109,11,11,4,0,2,1828,0,8,171,9690,373,5093,3256,117,4,7346,159,60794,78,20,823,1,3,27,26,212,399,144,154,54,8,743,81,29,10,5,63,77,12,232,1,47,12,70,3,3,5914,10477,124,19799,26421,16987,4133,9,12,8,2,39,4,4,7,3,1,1,5,5,4,1,0,4,2,96,2,32,55,203,1020,3,43,0,2069,3,3,59,6,13,35,99,226,53,139,69,121,11,17,9568,12086,27,14,117,64,1,1,2,91,9,67,10,3,0,4,3,12,1,5,1,2,3,154,237,120,225,30,18,6,2,1010,20,0,0,0,0,17,2,0,38,2085,604,0,29,611,3,3,4,4,617,0,0,35,19,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,2,7,0,3,1,45,0,0,1,1,18,13,0,0,3,0,38,0,1,26,42,0,0,39,0,0,27,1,4,28,113,17,68,4,0,2,13,9,8,1,3,20,2,7,27,3,1,0,24,0,0,0,0,0,0,18,0,0,0,0,0,47,0,0,0,0,231,0,0,1,0,0,1,0,0,2,5,1,4,1,0,2,2,4,3,3,2,1,0,139,45,489,383,560,316,304,6,9,408,385,54,19,55,15,4,1,0,1,1,28,6,22,48513,46941,5,5,164,28,20,23,20,1,114,189484,99120,42,99,77,1,118,34,12,3,5,18,725,252,193,48,5,271,255,74381,12827,13443,6,21,29,15,17,5,12,188,3,90,0,3,913,1,5,5301
OTU6,0,3,9399,23801,34349,838,17,19,1,6,13,8,20,5,46,43,0,16,0,2,0,14,0,75887,9,6,7,10482,2,34,0,163,20,0,1,3,18,14,241,16,173,439,355,117,70,0,460,4155,141,513,4434,3003,4749,1174,3,37,6,6,0,4,0,3,0,12,0,0,0,24,3,24,8,16,3,2,0,89,4,11,0,25,18,25,64,1035,25,677,73,0,1514,641,13,286,65,114,5,6,62,28,4,6,203,40,232,1248,0,32,0,628,15,17,61,31,4,82,350,83,32,1,114,321,155,36,27,182,2,2,2,2,1,36,0,24,13,0,80,27,16,46,9,5,0,40,439,177,0,11,1308,1187,245,174,33,7,208,7,5630,0,2,0,0,0,0,179,17,0,2088,42,16,0,49,1,2,3,0,13,8,52,0,2,0,6,0,0,0,4,268,57,2,18,1,9,1,145,47,296,1629,8217,6042,3213,5269,726,1750,2266,6,21,1,28,1068,45,89,335,187,0,0,18,0,0,3728,7097,1517,6139,722,0,72,521,0,4098,30,223,6,22,0,0,0,14,0,104,6,1327,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,2,2,70,0,0,0,0,149,93,332,7,5729,2313,0,98,1,30,6577,242,582,54,12,8,0,318,0,7664,6,0,49,1,46,1,25,1470,272,892,294,0,0,2,1450,1979,2158,207,179,67,14,8515,208,1839,52,8574,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,74,13,79,206,0,0,0,0,8,1243,0,634,4906,316,441,7524,22359,1032,1728,502,4740,941,1866,712,537,138,75,3013,134,3,0,21,11,79,325,2498,2014,4463,15,6,366,1381,0,16822,2979,9611,0,0,2284,3605,39,0,19,0,506,1,11,0,0,1,3,792,14,1,0,0,5,6,6,16,11,10,304,420,0,16,1,21,0,20,0,11,18,39,12,7,32,3,11,6,7,4,0,17,105,0,1,44,0,1,2258
OTU7,848,1554,0,138,249,29,23,85,42,75,100,115,333,252,91,60,194,17,12,12,14,177,40,7,28,46,20,12,27,98,100,155,45,47,62,25,255,164,140,190,52,211,632,114,86,22,50,56,25,1,10,193,20,1766,121,86,40,114,81,6,64,1,0,33,11,63,0,5,67,0,11,30,36,12,105,38,167,120,418,36,55,105,60,135,2397,385,3346,81,181,16,3,170,15,95,22,21,17,170,22,19,17,37,215,347,26,10,24,405,785,1139,1048,783,748,912,280,2135,944,83,87,199,9,11,0,12,6,3,19,4,1,6,48,23,29,85,14,4,639,3,55,9,108,0,0,207,1,0,2,5,442,200,2,16,13,0,5445,4,20,24,62,4,78,71,0,0,10,12,12,44,26,146,129,554,628,351,449,147,142,7,1,237,396,664,4802,832,822,1,11,20,4540,121,102,8,67,10,7,11,0,1,41,13,39,13,333,93,0,10,0,0,448,381,152,10,88,2,0,0,15,13,1,0,8,19,4,3497,59,18,2,33,3,79,38,79,168,12,69,12,5,709,8,0,32,10,14,25,0,26,0,8,0,0,15,23,36,6,2,28,16,62,16,21,73,1252,1585,19,16,223,58,89,131,100,72,205,29,88,288,138,102,32,25,110,12,78,25,10,118,4,20,64,69,3,242,90,74,178,139,32,97,487,121,128,19,1714,1067,214,513,214,1142,882,870,844,234,356,642,387,489,189,134,110,196,207,142,124,172,815,345,0,0,440,97,115,1353,210,141,1720,48,182,977,662,86,36,27,193,53,32,71,10,48,38,14590,398,371,101,16195,303,21920,328,284,168,865,8680,8631,13047,9529,130,1759,204,579,647,69,97,6,135,0,81,73,131,160,53,30,102,21,33,116,132,57,35,338,142,305,89,292,228,351,105,120,10610,1347,1160,840,726,424,120,187,235,757,767,744,744,872,705,743,549,586,32,20,22,9,18,111,0,111,2246
OTU8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243,0,6008,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,0,0,69,10,2,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,556,48,0,21,0,446,225,1376,24,11873,6974,18,1,43,27,9,105,3012,109,0,0,0,192,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,101,16,0,36,19,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,3,0,26,0,0,4762,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,0,3,2,3,1,1,0,1,1,0,0,0,2,0,0,0,0,1,1,0,1,2,3,0,0,3,0,0,26,1,44698,75,168,180,358,4136,2563,794,835,0,0,0,94,26847,0,1,0,226,18,16,115,143,151,0,699,1540,7,0,1,0,1423,486,433,91,2056,0,623,236,444,725,126,362,29,16,8,8,17,135,4,111,4,1,43242,60,87,1372
OTU9,7,255,3172,1855,765,29,44,26,7,6,24,12,0,34,185,419,2,0,0,0,0,1,4,161436,1,6,64,28025,3,15,7,3,0,1,2,18,2919,9,14,4,27,877,286,236,13,16,38,1,3,5,6,0,4,16,3,0,2,13,0,0,14,0,0,8,0,0,0,1,0,1,1,0,0,26,1,56,1,0,1,34,13,5,6,74,26,55,16,0,36,10,0,64,115,5,1,6,5,4,0,0,4,15,3,25,0,9,0,26,0,0,3,95,0,0,91,0,3,0,27,48,84,39,18,200,3,2,2,6,2,5,1,0,20,7,71,6,1,11,0,0,1,0,3,5,1,1,3,15,6,3,3,4,4,1,22,0,2,0,0,29,52,3,4,0,2,3,8,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,3,3,0,5,4,2,5,1,1,0,6,13,164,210,18,13,9,8,10,0,4,1,0,8,16,4,18,2,1,0,1,0,0,64,12,19,2,4,0,0,1,0,1,0,0,0,0,26,64,0,18,13,107,132,1200,12,0,0,32,0,0,4,0,0,0,0,0,0,0,0,4,8,57,11,0,9,0,3,15,3,0,1196,84,23,0,0,128,594,49,2,0,7,36,0,40,0,210,0,4,134,20,87,12,19,151,88,6,4,0,0,0,3021,1473,386,40,53,1,19,10570,46,58,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,41,0,5,40,0,1,4,37,69,139,86,175,32,66,39,31,13,2,5867,0,0,0,530,1,61,482,1136,91,885,0,1,87,568,0,0,6,11427,1,1,161,0,2,0,0,0,2,2,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,9,1,3,1,1,4,2,7,9,0,0,1,0,0,3,5,0,1,2,0,0,0,0,0,2,2,0,0,0,629
